237
-151705235.311 1.25874277657e-31
-150401672.182 3.97645728249e-31
-149098109.054 1.24379212795e-30
-147794545.925 3.85204576905e-30
-146490982.797 1.18121030171e-29
-145187419.668 3.58637059957e-29
-143883856.54 1.07814024483e-28
-142580293.412 3.20913141664e-28
-141276730.283 9.45783861468e-28
-139973167.155 2.75986887343e-27
-138669604.026 7.97401687001e-27
-137366040.898 2.28117185304e-26
-136062477.769 6.46146521719e-26
-134758914.641 1.81215845536e-25
-133455351.512 5.03214887497e-25
-132151788.384 1.38357576082e-24
-130848225.255 3.76655714754e-24
-129544662.127 1.01526246357e-23
-128241098.998 2.70959417925e-23
-126937535.87 7.16015335573e-23
-125633972.741 1.87340877414e-22
-124330409.613 4.85327531086e-22
-123026846.484 1.24488564431e-21
-121723283.356 3.16166711329e-21
-120419720.227 7.95050980144e-21
-119116157.099 1.97954767282e-20
-117812593.97 4.8801043159e-20
-116509030.842 1.19119921396e-19
-115205467.713 2.87893489189e-19
-113901904.585 6.88924200314e-19
-112598341.456 1.63231206515e-18
-111294778.328 3.82936790512e-18
-109991215.199 8.89494255691e-18
-108687652.071 2.04574432422e-17
-107384088.942 4.65856022662e-17
-106080525.814 1.050374637e-16
-104776962.685 2.3449246438e-16
-103473399.557 5.18329238418e-16
-102169836.428 1.13442209556e-15
-100866273.3 2.4583051923e-15
-99562710.1713 5.27459443785e-15
-98259147.0428 1.12055840869e-14
-96955583.9143 2.35706781492e-14
-95652020.7858 4.90909920961e-14
-94348457.6573 1.01233369569e-13
-93044894.5288 2.06698692153e-13
-91741331.4003 4.1787262108e-13
-90437768.2719 8.36454377016e-13
-89134205.1434 1.65780235175e-12
-87830642.0149 3.25323470845e-12
-86527078.8864 6.32106411192e-12
-85223515.7579 1.21606599873e-11
-83919952.6294 2.31641436065e-11
-82616389.5009 4.36885372335e-11
-81312826.3724 8.15851115723e-11
-80009263.2439 1.50850402036e-10
-78705700.1154 2.7616852763e-10
-77402136.9869 5.00603693478e-10
-76098573.8584 8.98475143837e-10
-74795010.73 1.59665188016e-09
-73491447.6015 2.80935459443e-09
-72187884.473 4.89435011958e-09
-70884321.3445 8.44258925362e-09
-69580758.216 1.44194415212e-08
-68277195.0875 2.4384472883e-08
-66973631.959 4.0829161048e-08
-65670068.8305 6.76892485579e-08
-64366505.702 1.11112029947e-07
-63062942.5735 1.80590384826e-07
-61759379.445 2.90616532961e-07
-60455816.3165 4.63060955605e-07
-59152253.1881 7.3054700125e-07
-57848690.0596 1.14116991457e-06
-56545126.9311 1.76499962351e-06
-55241563.8026 2.70290681346e-06
-53938000.6741 4.09835601041e-06
-52634437.5456 6.1529082938e-06
-51330874.4171 9.14625605108e-06
-50027311.2886 1.34616539105e-05
-48723748.1601 1.96175893342e-05
-47420185.0316 2.8306424113e-05
-46116621.9031 4.04405014626e-05
-44813058.7746 5.72058189719e-05
-43509495.6462 8.01227847246e-05
-42205932.5177 0.000111112780406
-40902369.3892 0.000152568244065
-39598806.2607 0.000207422771955
-38295243.1322 0.000279216369244
-36991680.0037 0.000372149537359
-35688116.8752 0.000491118503459
-34384553.7467 0.000641722782216
-33080990.6182 0.00083023578406
-31777427.4897 0.00106353019785
-30473864.3612 0.00134895468012
-29170301.2327 0.00169417343948
-27866738.1043 0.00210702292754
-26563174.9758 0.00259555255266
-25259611.8473 0.0031686924119
-23956048.7188 0.00383860826673
-22652485.5903 0.00462704136087
-21348922.4618 0.00558009876848
-20045359.3333 0.00679912279876
-18741796.2048 0.0084986374524
-17438233.0763 0.0111034392103
-16134669.9478 0.0153908627049
-14831106.8193 0.0226649140956
-13527543.6908 0.0349125644797
-12223980.5624 0.0548445978459
-10920417.4339 0.0856856872966
-9616854.30537 0.130588082601
-8313291.17688 0.191637724486
-7009728.04839 0.268607558415
-5706164.9199 0.357836500092
-4402601.79141 0.451757817566
-3099038.66292 0.539537505818
-1795475.53442 0.608954293129
-491912.40593 0.649146789166
811650.722559 0.653397560513
2115213.85105 0.620975116818
3418776.97954 0.557339463197
4722340.10804 0.472631894993
6025903.23652 0.379023353649
7329466.36502 0.287873641816
8633029.49351 0.20760059492
9936592.622 0.142752386315
11240155.7505 0.0942580046142
12543718.879 0.0604477299225
13847282.0075 0.0383119952343
15150845.136 0.0245749769264
16454408.2645 0.0163769054075
17757971.393 0.0115609679632
19061534.5214 0.0086772664412
20365097.6499 0.00684264185022
21668660.7784 0.00556464939792
22972223.9069 0.00458982920804
24275787.0354 0.00379639872756
25579350.1639 0.00312837221446
26882913.2924 0.00255957744295
28186476.4209 0.00207598880449
29490039.5494 0.00166794025622
30793602.6779 0.00132710907359
32097165.8064 0.00104557011287
33400728.9348 0.000815645615535
34704292.0633 0.000630006645717
36007855.1918 0.000481816722945
37311418.3203 0.000364847219998
38614981.4488 0.000273547307042
39918544.5773 0.000203070116917
41222107.7058 0.000149262857515
42525670.8343 0.000108629964577
43829233.9628 7.82779920749e-05
45132797.0913 5.58498316635e-05
46436360.2198 3.94544698712e-05
47739923.3483 2.75970530678e-05
49043486.4767 1.91126698296e-05
50347049.6052 1.31060602042e-05
51650612.7337 8.89846531929e-06
52954175.8622 5.98205247181e-06
54257738.9907 3.98178197734e-06
55561302.1192 2.62419973513e-06
56864865.2477 1.71241274114e-06
58168428.3762 1.10639999755e-06
59471991.5047 7.07795886244e-07
60775554.6332 4.48328197517e-07
62079117.7617 2.8117469158e-07
63382680.8902 1.74601734099e-07
64686244.0186 1.07352714489e-07
65989807.1471 6.53536217836e-08
67293370.2756 3.93929443843e-08
68596933.4041 2.35103653341e-08
69900496.5326 1.38928857773e-08
71204059.6611 8.12863653373e-09
72507622.7896 4.70906946531e-09
73811185.9181 2.70112474477e-09
75114749.0466 1.53407410237e-09
76418312.1751 8.62661046239e-10
77721875.3036 4.80315044095e-10
79025438.4321 2.64791685272e-10
80329001.5605 1.44535540303e-10
81632564.689 7.81154806343e-11
82936127.8175 4.18014859897e-11
84239690.946 2.21482024431e-11
85543254.0745 1.16192313951e-11
86846817.203 6.03543350297e-12
88150380.3315 3.10407131426e-12
89453943.46 1.58069130306e-12
90757506.5885 7.96993151728e-13
92061069.717 3.97881977683e-13
93364632.8455 1.96673614154e-13
94668195.974 9.62565034461e-14
95971759.1024 4.66451202717e-14
97275322.2309 2.23807432528e-14
98578885.3594 1.06324890823e-14
99882448.4879 5.00135334142e-15
101186011.616 2.3293367752e-15
102489574.745 1.07416050692e-15
103793137.873 4.90453943484e-16
105096701.002 2.21727435097e-16
106400264.13 9.92505193462e-17
107703827.259 4.39884131248e-17
109007390.387 1.93034953248e-17
110310953.516 8.38736932164e-18
111614516.644 3.60834231375e-18
112918079.773 1.53702824385e-18
114221642.901 6.48258346658e-19
115525206.03 2.70711396286e-19
116828769.158 1.11932734321e-19
118132332.287 4.58247220484e-20
119435895.415 1.85752521705e-20
120739458.544 7.45524207198e-21
122043021.672 2.9626539922e-21
123346584.801 1.16571469005e-21
124650147.929 4.54146276597e-22
125953711.058 1.75182773901e-22
127257274.186 6.69081762346e-23
128560837.315 2.5302249733e-23
129864400.443 9.47395322212e-24
131167963.572 3.51233140279e-24
132471526.7 1.28929378628e-24
133775089.829 4.6859801544e-25
135078652.957 1.6863245117e-25
136382216.086 6.00860995498e-26
137685779.214 2.11982019668e-26
138989342.343 7.40484872424e-27
140292905.471 2.56109393724e-27
141596468.6 8.77055301174e-28
142900031.728 2.97386055267e-28
144203594.857 9.98404143734e-29
145507157.985 3.31882461037e-29
146810721.114 1.09233130789e-29
148114284.242 3.55972634934e-30
149417847.371 1.14860578045e-30
150721410.499 3.66958992106e-31
152024973.628 1.16079685669e-31
153328536.756 3.63569183569e-32
154632099.885 1.1274831467e-32
155935663.013 3.4619851865e-33
