  3.500  1.6183E-34
  3.517  4.1033E-34
  3.533  9.7893E-34
  3.550  2.1991E-33
  3.567  4.6607E-33
  3.584  9.3436E-33
  3.600  1.7792E-32
  3.617  3.6869E-32
  3.634  7.5049E-32
  3.651  1.5092E-31
  3.667  2.9998E-31
  3.684  5.8671E-31
  3.701  1.1240E-30
  3.717  2.3057E-30
  3.734  4.5581E-30
  3.751  8.5640E-30
  3.768  1.5099E-29
  3.784  2.4797E-29
  3.801  3.8105E-29
  3.818  5.7723E-29
  3.834  8.4323E-29
  3.851  1.2246E-28
  3.868  1.8185E-28
  3.885  2.8200E-28
  3.901  4.6435E-28
  3.918  8.8709E-28
  3.935  1.8461E-27
  3.952  4.0532E-27
  3.968  9.0958E-27
  3.985  2.0409E-26
  4.002  4.5669E-26
  4.018  1.1018E-25
  4.035  2.6272E-25
  4.052  6.1435E-25
  4.069  1.3940E-24
  4.085  3.0301E-24
  4.102  6.2692E-24
  4.119  1.2678E-23
  4.135  2.3254E-23
  4.152  3.8189E-23
  4.169  5.5931E-23
  4.186  7.3574E-23
  4.202  8.8686E-23
  4.219  1.0120E-22
  4.236  1.0947E-22
  4.253  1.1398E-22
  4.269  1.1582E-22
  4.286  1.1602E-22
  4.303  1.1519E-22
  4.319  1.1333E-22
  4.336  1.1138E-22
  4.353  1.0975E-22
  4.370  1.0876E-22
  4.386  1.0860E-22
  4.403  1.0920E-22
  4.420  1.1141E-22
  4.436  1.1481E-22
  4.453  1.1918E-22
  4.470  1.2427E-22
  4.487  1.2991E-22
  4.503  1.3597E-22
  4.520  1.4239E-22
  4.537  1.4928E-22
  4.554  1.5682E-22
  4.570  1.6523E-22
  4.587  1.7472E-22
  4.604  1.8552E-22
  4.620  1.9786E-22
  4.637  2.1197E-22
  4.654  2.2802E-22
  4.671  2.4619E-22
  4.687  2.6663E-22
  4.704  2.8963E-22
  4.721  3.1573E-22
  4.737  3.4493E-22
  4.754  3.7747E-22
  4.771  4.1358E-22
  4.788  4.5325E-22
  4.804  4.9625E-22
  4.821  5.4257E-22
  4.838  5.9027E-22
  4.855  6.3756E-22
  4.871  6.8254E-22
  4.888  7.2363E-22
  4.905  7.5971E-22
  4.921  7.8967E-22
  4.938  8.1414E-22
  4.955  8.3355E-22
  4.972  8.4810E-22
  4.988  8.5273E-22
  5.005  8.5397E-22
  5.022  8.4747E-22
  5.038  8.3584E-22
  5.055  8.2150E-22
  5.072  8.0743E-22
  5.089  7.9627E-22
  5.105  7.8921E-22
  5.122  7.8655E-22
  5.139  7.8918E-22
  5.156  7.9625E-22
  5.172  8.0667E-22
  5.189  8.1924E-22
  5.206  8.3250E-22
  5.222  8.4501E-22
  5.239  8.5627E-22
  5.256  8.6576E-22
  5.273  8.7353E-22
  5.289  8.8009E-22
  5.306  8.8573E-22
  5.323  8.9039E-22
  5.339  8.9406E-22
  5.356  8.9532E-22
  5.373  8.9193E-22
  5.390  8.8104E-22
  5.406  8.5894E-22
  5.423  8.2217E-22
  5.440  7.7057E-22
  5.457  7.0598E-22
  5.473  6.3315E-22
  5.490  5.5837E-22
  5.507  4.8693E-22
  5.523  4.2285E-22
  5.540  3.6925E-22
  5.557  3.2606E-22
  5.574  2.9220E-22
  5.590  2.6618E-22
  5.607  2.4636E-22
  5.624  2.3147E-22
  5.640  2.2054E-22
  5.657  2.1252E-22
  5.674  2.0648E-22
  5.691  2.0162E-22
  5.707  1.9714E-22
  5.724  1.9228E-22
  5.741  1.8665E-22
  5.758  1.8005E-22
  5.774  1.7261E-22
  5.791  1.6479E-22
  5.808  1.5710E-22
  5.824  1.5010E-22
  5.841  1.4425E-22
  5.858  1.3969E-22
  5.875  1.3639E-22
  5.891  1.3418E-22
  5.908  1.3287E-22
  5.925  1.3222E-22
  5.941  1.3203E-22
  5.958  1.3206E-22
  5.975  1.3212E-22
  5.992  1.3202E-22
  6.008  1.3164E-22
  6.025  1.3092E-22
  6.042  1.2995E-22
  6.059  1.2881E-22
  6.075  1.2760E-22
  6.092  1.2643E-22
  6.109  1.2538E-22
  6.125  1.2430E-22
  6.142  1.2328E-22
  6.159  1.2225E-22
  6.176  1.2114E-22
  6.192  1.1985E-22
  6.209  1.1823E-22
  6.226  1.1616E-22
  6.242  1.1353E-22
  6.259  1.1026E-22
  6.276  1.0633E-22
  6.293  1.0181E-22
  6.309  9.6800E-23
  6.326  9.1498E-23
  6.343  8.6149E-23
  6.360  8.0942E-23
  6.376  7.6008E-23
  6.393  7.1419E-23
  6.410  6.7173E-23
  6.426  6.3283E-23
  6.443  5.9763E-23
  6.460  5.6609E-23
  6.477  5.3820E-23
  6.493  5.1407E-23
  6.510  4.9311E-23
  6.527  4.7539E-23
  6.543  4.6074E-23
  6.560  4.4888E-23
  6.577  4.3952E-23
  6.594  4.3238E-23
  6.610  4.2719E-23
  6.627  4.2373E-23
  6.644  4.2187E-23
  6.661  4.2141E-23
  6.677  4.2216E-23
  6.694  4.2390E-23
  6.711  4.2636E-23
  6.727  4.2931E-23
  6.744  4.3252E-23
  6.761  4.3571E-23
  6.778  4.3859E-23
  6.794  4.4083E-23
  6.811  4.4206E-23
  6.828  4.4203E-23
  6.844  4.4058E-23
  6.861  4.3757E-23
  6.878  4.3297E-23
  6.895  4.2684E-23
  6.911  4.1931E-23
  6.928  4.1069E-23
  6.945  4.0132E-23
  6.962  3.9149E-23
  6.978  3.8143E-23
  6.995  3.7131E-23
  7.012  3.6123E-23
  7.028  3.5122E-23
  7.045  3.4129E-23
  7.062  3.3144E-23
  7.079  3.2162E-23
  7.095  3.1179E-23
  7.112  3.0209E-23
  7.129  2.9258E-23
  7.145  2.8340E-23
  7.162  2.7465E-23
  7.179  2.6647E-23
  7.196  2.5896E-23
  7.212  2.5218E-23
  7.229  2.4617E-23
  7.246  2.4091E-23
  7.263  2.3638E-23
  7.279  2.3256E-23
  7.296  2.2942E-23
  7.313  2.2728E-23
  7.329  2.2531E-23
  7.346  2.2376E-23
  7.363  2.2268E-23
  7.380  2.2202E-23
  7.396  2.2175E-23
  7.413  2.2183E-23
  7.430  2.2223E-23
  7.446  2.2292E-23
  7.463  2.2386E-23
  7.480  2.2505E-23
  7.497  2.2647E-23
  7.513  2.2819E-23
  7.530  2.2999E-23
  7.547  2.3195E-23
  7.564  2.3408E-23
  7.580  2.3637E-23
  7.597  2.3880E-23
  7.614  2.4136E-23
  7.630  2.4405E-23
  7.647  2.4686E-23
  7.664  2.4981E-23
  7.681  2.5288E-23
  7.697  2.5601E-23
  7.714  2.5924E-23
  7.731  2.6256E-23
  7.747  2.6597E-23
  7.764  2.6947E-23
  7.781  2.7308E-23
  7.798  2.7685E-23
  7.814  2.8058E-23
  7.831  2.8439E-23
  7.848  2.8828E-23
  7.865  2.9226E-23
  7.881  2.9631E-23
  7.898  3.0046E-23
  7.915  3.0472E-23
  7.931  3.0901E-23
  7.948  3.1337E-23
  7.965  3.1783E-23
  7.982  3.2238E-23
  7.998  3.2702E-23
  8.015  3.3176E-23
  8.032  3.3658E-23
  8.048  3.4150E-23
  8.065  3.4652E-23
  8.082  3.5165E-23
  8.099  3.5689E-23
  8.115  3.6223E-23
  8.132  3.6768E-23
  8.149  3.7324E-23
  8.166  3.7893E-23
  8.182  3.8474E-23
  8.199  3.9067E-23
  8.216  3.9671E-23
  8.232  4.0289E-23
  8.249  4.0919E-23
  8.266  4.1563E-23
  8.283  4.2226E-23
  8.299  4.2915E-23
  8.316  4.3595E-23
  8.333  4.4316E-23
  8.349  4.5035E-23
  8.366  4.5754E-23
  8.383  4.6488E-23
  8.400  4.7239E-23
  8.416  4.8000E-23
  8.433  4.8777E-23
  8.450  4.9570E-23
  8.467  5.0379E-23
  8.483  5.1205E-23
  8.500  5.2048E-23
